settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow
2024-06-04,11,18019,21780,17143,1739,6562,9,17193,0,130,3550,1237,866,-1014,68,55,-1020,1397,818,-1097
2024-06-04,12,18534,22230,17656,1850,6562,162,17193,0,73,3434,1246,869,-1015,217,11,-1020,1397,812,-1088
2024-06-04,13,20265,23327,19269,1997,6562,488,17193,0,13,3231,1399,984,-762,193,53,-1021,1397,985,-766
2024-06-04,14,21547,24541,20452,2144,6562,769,17193,0,10,2968,1411,992,-739,47,147,-999,1397,997,-746
2024-06-04,15,23282,25493,22036,2325,6562,1101,17193,0,7,2919,1500,991,-666,-67,28,-145,1397,997,-826
2024-06-04,16,24127,26375,22710,2505,6562,1598,17193,0,16,3026,1506,991,-613,-219,0,-73,1397,997,-827
2024-06-04,17,25666,27268,24112,2671,6562,2293,17193,0,17,2552,1504,991,408,-370,-64,759,1397,997,-651
2024-06-04,18,25489,27280,23910,2836,6562,2554,17193,0,16,2410,1504,991,474,-451,-210,810,1397,997,-614
2024-06-04,19,25748,26894,24086,2989,6562,2945,17193,0,14,2442,1504,991,725,-451,-181,670,1397,997,267
2024-06-04,20,25520,26701,23795,3141,6562,3323,17193,0,17,2515,1504,991,664,-451,-213,665,1397,997,326
2024-06-04,21,25161,26429,23509,3285,6562,3224,17193,0,72,2678,1504,991,3,-451,-245,385,1397,997,258
2024-06-04,22,24928,26243,23340,3429,6562,3667,17193,0,72,2617,1504,992,0,-451,-292,379,1378,997,263
2024-06-04,23,25119,26537,23486,3559,6562,3930,17193,0,313,3116,1504,991,688,-386,-219,872,1137,997,608
2024-06-04,24,25052,26764,23480,3688,6562,4055,17193,0,642,3048,1503,991,838,-404,-166,894,1077,996,637
2024-06-04,25,25496,27182,23968,3752,6562,3942,17193,0,644,3174,1503,991,803,-358,-184,894,705,997,783
2024-06-04,26,25443,27049,24038,3816,6562,4128,17193,0,580,3161,1503,992,799,-351,-175,894,663,997,785
2024-06-04,27,24837,26428,23639,3882,6562,4641,17193,0,648,3850,1503,991,321,-344,-99,649,722,996,459
2024-06-04,28,24343,25687,23241,3948,6562,3964,17193,0,474,4097,1503,992,292,-317,-53,639,715,996,436
2024-06-04,29,24093,25528,23079,3978,6562,4018,17193,0,643,4342,1504,991,-96,-196,0,448,536,996,419
2024-06-04,30,24025,25509,22933,4008,6562,3725,17193,0,634,3912,1379,992,-104,-246,0,442,528,997,412
2024-06-04,31,24035,25569,22869,4013,6562,3711,17193,0,568,4179,1000,991,-319,-147,0,536,719,997,188
2024-06-04,32,24764,26353,23572,4017,6562,3237,17193,0,645,3906,1000,991,-338,-106,0,540,772,996,178
2024-06-04,33,25581,26963,24342,3993,6562,2558,17193,0,646,3555,961,991,-121,-115,0,742,1147,996,417
2024-06-04,34,26320,27531,24968,3969,6562,2619,17193,0,519,3641,1176,992,-113,-79,0,749,1207,996,427
2024-06-04,35,27126,28084,25616,3936,6562,2247,17193,0,81,3518,1503,992,-377,56,0,833,1376,996,161
2024-06-04,36,27535,28430,25976,3903,6562,1903,17193,0,7,3643,1503,992,-388,27,0,832,1397,996,138
2024-06-04,37,27438,28518,25935,3810,6562,1758,17193,0,5,3664,1504,992,-550,114,0,362,1397,996,-25
2024-06-04,38,26957,28071,25436,3716,6562,1684,17193,0,10,3505,1504,992,-563,23,15,341,1397,996,-41
2024-06-04,39,26658,28183,25220,3470,6562,1198,17193,0,12,3495,1505,992,-713,-69,0,114,1397,996,-231
2024-06-04,40,26230,27989,24776,3224,6562,661,17193,0,14,3253,1505,992,-715,-220,-65,112,1398,996,-245
2024-06-04,41,26278,28216,24726,2942,6562,330,17193,0,9,3375,1504,992,-585,-371,-214,672,1398,996,-259
2024-06-04,42,25682,27822,24122,2660,6562,118,17193,0,6,3420,1503,992,-577,-450,-365,697,1397,995,-242
2024-06-04,43,25277,26985,23659,2461,6562,5,17193,0,6,3257,1504,992,-250,-450,-502,317,1397,995,432
2024-06-04,44,24814,26535,23155,2262,6562,0,17193,0,4,3089,1497,992,-239,-451,-527,302,1398,995,487
2024-06-04,45,24219,26375,22590,2189,6562,0,17193,0,6,2675,1166,987,-671,-451,-528,306,1398,997,766
2024-06-04,46,23088,25253,21569,2115,6562,0,17193,0,14,2445,1141,985,-672,-451,-528,283,1398,996,802
2024-06-04,47,21914,24983,20553,2098,6562,0,17193,0,315,2534,863,912,-667,-451,-527,-609,1398,997,1378
2024-06-04,48,20911,24444,19616,2081,6562,0,17193,0,793,2505,852,908,-657,-389,-529,-665,1368,997,1415
2024-06-05,1,19930,23241,18710,2073,6562,0,17193,0,754,2648,1014,986,-366,-351,-528,-812,995,997,1322
2024-06-05,2,19352,22700,18127,2064,6562,0,17193,0,781,2253,1019,988,-371,-351,-528,-817,924,995,1305
2024-06-05,3,19131,22827,17940,2049,6562,0,17193,0,878,2471,843,858,-929,-351,-528,-510,608,946,918
2024-06-05,4,19074,22799,17911,2034,6562,0,17193,0,887,2669,834,852,-958,-351,-530,-499,555,945,903
2024-06-05,5,19025,22524,17851,2012,6562,0,17193,0,909,2646,971,940,-774,-351,-529,-436,383,994,1356
2024-06-05,6,18717,22207,17485,1989,6562,0,17193,0,901,2431,979,942,-774,-351,-529,-435,342,997,1387
2024-06-05,7,18250,22168,17042,1975,6562,0,17193,0,721,2548,1001,768,-1014,-351,-529,-803,84,997,1420
2024-06-05,8,18039,22054,16854,1961,6562,0,17193,0,803,2762,1003,758,-1014,-351,-530,-817,81,997,1413
2024-06-05,9,17883,22005,16779,1922,6562,0,17193,0,712,2813,976,804,-1016,-351,-529,-1014,453,997,1048
2024-06-05,10,17539,21843,16512,1882,6562,0,17193,0,888,2901,975,812,-1014,-351,-530,-1021,529,997,1022
2024-06-05,11,17939,22011,16895,1921,6562,91,17193,0,884,3078,913,980,-1015,-351,-530,-792,902,998,982
2024-06-05,12,18537,22213,17362,1959,6562,467,17193,0,510,3127,917,992,-1015,-351,-531,-769,978,998,986
2024-06-05,13,20490,22985,19184,2082,6562,979,17193,0,78,3013,1333,992,-1015,-351,-530,-21,1351,997,1259
2024-06-05,14,21598,23938,20323,2204,6562,1628,17193,0,13,3044,1372,991,-883,-414,-530,34,1397,998,1283
2024-06-05,15,23395,24888,21944,2309,6562,2469,17193,0,10,2867,1636,991,432,-452,-531,761,1397,997,1411
2024-06-05,16,24094,25588,22537,2413,6562,3294,17193,0,12,3448,1504,991,498,-452,-530,801,1397,997,1420
2024-06-05,17,23953,25448,22263,2502,6562,4399,17193,0,12,3334,1504,992,980,-452,-531,992,1397,997,1420
2024-06-05,18,23191,25016,21557,2591,6562,5412,17193,0,342,3160,1504,992,1003,-452,-531,999,1397,997,1420
2024-06-05,19,23000,24580,21364,2698,6562,6314,17193,0,97,2840,1504,992,1003,-452,-531,1018,1397,997,1420
2024-06-05,20,22609,24395,20899,2805,6562,6599,17193,0,304,2583,1504,992,995,-452,-530,1019,1397,997,1414
2024-06-05,21,22280,24043,20518,2884,6562,7404,17193,0,281,2670,1505,991,739,-452,-530,948,1397,997,1187
2024-06-05,22,21850,23606,20121,2963,6562,8115,17193,0,274,2619,1505,992,747,-452,-530,945,1397,998,1157
2024-06-05,23,21724,23607,20010,3043,6562,8191,17193,0,401,2821,1505,991,1002,-452,-530,721,1397,997,689
2024-06-05,24,21275,23432,19570,3123,6562,8631,17193,0,675,2658,1505,992,1003,-452,-530,712,1397,997,643
2024-06-05,25,21215,23387,19519,3179,6562,9333,17193,0,690,2964,1505,992,983,-452,-530,760,1397,996,159
2024-06-05,26,20977,23109,19324,3234,6562,9223,17193,0,651,2817,1479,975,976,-452,-529,759,1397,997,131
2024-06-05,27,20280,22362,18678,3305,6562,9610,17193,0,601,3028,472,366,400,-452,-529,349,1397,998,376
2024-06-05,28,19918,21788,18352,3375,6562,8975,17193,0,390,2952,416,341,370,-452,-528,333,1397,998,373
2024-06-05,29,19877,22320,18334,3390,6562,8992,17193,0,579,3018,1430,950,717,-452,-529,252,1397,997,-383
2024-06-05,30,19465,21838,17994,3404,6562,9021,17193,0,493,3062,1489,986,688,-452,-529,248,1398,997,-399
2024-06-05,31,19566,21555,18040,3393,6562,8223,17193,0,356,3346,915,791,105,-451,-527,-155,1397,998,566
2024-06-05,32,20135,21861,18604,3381,6562,7054,17193,0,82,2523,898,783,103,-451,-527,-166,1397,998,638
2024-06-05,33,21492,23045,19857,3373,6562,6382,17193,0,75,2224,1902,978,606,-451,-527,344,1398,996,511
2024-06-05,34,22360,23858,20691,3364,6562,5796,17193,0,20,1750,2006,992,674,-451,-527,366,1398,996,508
2024-06-05,35,23773,25266,22023,3264,6562,5065,17193,0,15,2682,2006,992,335,-451,-527,281,1398,996,767
2024-06-05,36,25069,26563,23224,3163,6562,4178,17193,0,16,3355,2000,992,325,-451,-527,278,1397,996,772
2024-06-05,37,25731,27999,23922,2982,6562,3216,17193,0,8,3411,1806,991,-782,-451,-527,122,1397,996,251
2024-06-05,38,26414,28881,24563,2801,6562,2435,17193,0,8,3466,1798,992,-981,-451,-527,107,1397,996,205
2024-06-05,39,26312,29439,24468,2490,6562,1693,17193,0,5,3410,1993,992,-962,-451,-527,-524,1397,996,-158
2024-06-05,40,26400,29573,24609,2179,6562,1043,17193,0,4,3377,2007,992,-961,-451,-527,-549,1397,997,-181
2024-06-05,41,26743,29044,24902,1941,6562,489,17193,0,3,2959,2006,992,-685,-451,-527,28,1397,996,-135
2024-06-05,42,26658,28943,24785,1703,6562,137,17193,0,6,2849,2006,992,-672,-451,-527,56,1398,996,-129
2024-06-05,43,26511,28354,24577,1574,6562,4,17193,0,2,2549,2006,992,-334,-451,-528,179,1397,996,-28
2024-06-05,44,25753,27569,23858,1445,6562,0,17193,0,2,2659,2006,992,-318,-451,-528,184,1397,997,-17
2024-06-05,45,24740,26330,22899,1384,6562,0,17193,0,5,2393,2006,992,-107,-451,-527,55,1398,996,56
2024-06-05,46,23701,25289,21879,1323,6562,0,17193,0,6,2359,2006,992,-104,-451,-527,63,1398,997,73
2024-06-05,47,22294,24237,20621,1264,6562,0,17193,0,9,2322,2004,992,-455,-451,-528,763,1398,996,423
2024-06-05,48,21657,23595,20042,1205,6562,0,17193,0,13,2167,2004,991,-508,-389,-528,801,1398,995,442
2024-06-06,1,20763,23012,19178,1166,6562,0,17193,0,13,2166,2005,992,-857,-351,-528,650,1398,996,248
2024-06-06,2,20474,22727,18952,1127,6562,0,17193,0,14,2219,2006,992,-860,-351,-528,644,1399,996,242
2024-06-06,3,20198,22527,18742,1113,6562,0,17193,0,80,2109,2005,992,-870,-351,-528,695,1398,996,525
2024-06-06,4,19924,22278,18490,1099,6562,0,17193,0,126,2053,2005,992,-871,-351,-506,696,1398,996,537
2024-06-06,5,19755,22203,18310,1079,6562,0,17193,0,131,1964,2004,992,-938,-351,-528,913,1398,996,241
2024-06-06,6,19343,21790,17869,1058,6562,0,17193,0,131,1844,2004,991,-937,-351,-528,919,1398,996,215
2024-06-06,7,18853,21349,17344,1049,6562,0,17193,0,131,1749,2006,992,-986,-351,-528,549,1398,996,15
2024-06-06,8,18802,21280,17303,1040,6562,0,17193,0,139,1566,2006,992,-987,-351,-501,533,1398,996,2
2024-06-06,9,18715,20978,17301,1038,6562,0,17193,0,96,1736,2006,991,-953,-343,-371,159,1398,996,103
2024-06-06,10,18529,20780,17074,1036,6562,0,17193,0,78,1621,2006,992,-952,-351,-370,142,1399,996,103
2024-06-06,11,18783,21212,17315,1013,6562,33,17193,0,15,1491,2007,992,-896,-351,-236,-299,1399,997,-132
2024-06-06,12,19524,21966,18009,990,6562,254,17193,0,11,1542,2008,992,-894,-351,-240,-310,1399,997,-136
2024-06-06,13,21129,22973,19441,1016,6562,607,17193,0,10,1543,2007,991,-747,-351,-236,273,1398,997,326
2024-06-06,14,22244,24123,20427,1041,6562,1158,17193,0,10,1373,2006,992,-674,-324,-371,311,1398,997,371
2024-06-06,15,24315,25761,22280,1103,6562,1906,17193,0,13,1056,2003,991,793,-426,-507,965,1399,997,802
2024-06-06,16,24847,26339,22670,1165,6562,2796,17193,0,10,1154,2003,992,1002,-452,-530,999,1398,997,847
2024-06-06,17,25154,26645,22871,1253,6562,3846,17193,0,9,1245,2003,992,1003,-452,-530,999,1398,997,1384
2024-06-06,18,24781,26272,22549,1340,6562,5207,17193,0,9,1555,2003,992,1003,-452,-530,999,1398,996,1420
2024-06-06,19,24449,25940,22229,1426,6562,6055,17193,0,9,1717,2004,992,1002,-452,-530,1018,1397,996,1420
2024-06-06,20,23846,25336,21753,1512,6562,6645,17193,0,9,1508,2003,992,1002,-452,-529,1019,1398,997,1420
2024-06-06,21,23312,24802,21289,1589,6562,6471,17193,0,9,1534,2003,992,1003,-452,-529,1019,1398,996,1420
2024-06-06,22,23174,24663,21206,1666,6562,7138,17193,0,8,1779,2003,992,1003,-452,-529,1019,1397,996,1405
2024-06-06,23,23009,24372,21045,1722,6562,7468,17193,0,9,2317,2003,992,1003,-383,-471,1019,1397,996,834
2024-06-06,24,23115,24333,21195,1777,6562,7913,17193,0,9,2606,2003,992,1003,-234,-475,1019,1397,996,794
2024-06-06,25,23228,24329,21366,1842,6562,7671,17193,0,8,2693,2003,992,1003,-248,-345,1019,1397,996,794
2024-06-06,26,23116,24271,21135,1906,6562,7991,17193,0,7,2643,2003,992,1003,-282,-366,1019,1397,996,800
2024-06-06,27,22689,23968,20839,1981,6562,8205,17193,0,9,2738,2003,992,1003,-292,-478,1019,1397,996,1014
2024-06-06,28,22243,23507,20463,2055,6562,8542,17193,0,9,2893,2004,992,1003,-288,-467,1019,1397,996,1029
2024-06-06,29,21843,23202,20171,2097,6562,8265,17193,0,9,2828,2004,992,1002,-323,-527,1000,1397,996,1043
2024-06-06,30,21473,22914,19844,2138,6562,7784,17193,0,9,2760,2004,992,1003,-405,-527,999,1397,996,1037
2024-06-06,31,21574,22977,19940,2158,6562,7839,17193,0,9,2793,2004,992,922,-366,-528,904,1398,996,804
2024-06-06,32,22144,23535,20478,2178,6562,7189,17193,0,12,2818,2002,989,905,-352,-527,900,1397,996,781
2024-06-06,33,22638,23943,20893,2171,6562,6242,17193,0,18,2915,1929,908,559,-337,-450,834,1397,997,527
2024-06-06,34,23637,24913,21857,2163,6562,5429,17193,0,16,2794,1924,901,528,-352,-408,831,1397,997,499
2024-06-06,35,24776,25954,22812,2095,6562,4802,17193,0,15,2601,1870,859,3,-391,-272,897,1397,996,97
2024-06-06,36,25585,26871,23565,2027,6562,4082,17193,0,17,2319,1870,859,0,-450,-319,893,1397,996,45
2024-06-06,37,26417,29056,24367,1930,6562,3207,17193,0,9,2783,1999,983,-521,-412,-356,340,1397,996,-841
2024-06-06,38,27035,29879,24984,1832,6562,2362,17193,0,7,2398,2006,992,-604,-439,-387,279,1397,996,-907
2024-06-06,39,27035,31080,24967,1645,6562,1659,17193,0,1,2256,2007,992,-971,-451,-298,-744,1397,996,-1080
2024-06-06,40,26786,31064,24673,1457,6562,924,17193,0,1,1873,2008,992,-1014,-451,-407,-817,1397,996,-1088
2024-06-06,41,26911,30732,24727,1308,6562,508,17193,0,1,1980,2008,992,-734,-452,-521,-711,1398,997,-902
2024-06-06,42,27107,30864,24879,1158,6562,165,17193,0,1,2045,2008,992,-707,-451,-528,-697,1398,997,-873
2024-06-06,43,27178,29706,24967,1131,6562,7,17193,0,1,1917,2006,992,-699,-451,-527,-34,1398,996,-316
2024-06-06,44,26589,29065,24511,1103,6562,0,17193,0,1,1770,2007,992,-700,-451,-529,-1,1399,997,-294
2024-06-06,45,25512,29119,23491,1116,6562,0,17193,0,1,1664,2007,992,-883,-451,-527,-346,1399,996,-899
2024-06-06,46,24354,28011,22417,1128,6562,0,17193,0,9,1673,2002,991,-885,-451,-528,-351,1399,997,-933
2024-06-06,47,22853,25906,21069,1141,6562,0,17193,0,11,1756,1816,983,-870,-451,-528,244,1398,996,-693
2024-06-06,48,21775,24748,20084,1153,6562,0,17193,0,12,2038,1808,983,-870,-386,-528,274,1399,996,-677
2024-06-07,1,20987,23896,19381,1141,6562,0,17193,0,13,2138,1992,991,-826,-318,-528,342,1399,996,-724
2024-06-07,2,20231,23139,18702,1129,6562,0,17193,0,44,2155,2006,992,-825,-276,-529,344,1399,996,-734
2024-06-07,3,19791,22952,18303,1173,6562,0,17193,0,9,2373,2005,992,-911,-249,-529,486,1399,996,-963
2024-06-07,4,19448,22608,17985,1217,6562,0,17193,0,9,2423,2004,991,-912,-228,-529,491,1398,995,-982
2024-06-07,5,19422,22760,17978,1254,6562,0,17193,0,5,2514,2004,992,-1012,-207,-529,337,1398,995,-1085
2024-06-07,6,18983,22309,17592,1290,6562,0,17193,0,5,2504,2005,992,-1013,-187,-529,331,1398,995,-1092
2024-06-07,7,18660,22015,17314,1336,6562,0,17193,0,62,2599,2006,991,-1014,-157,-530,62,1398,995,-1092
2024-06-07,8,18452,21769,17120,1381,6562,0,17193,0,62,2676,2006,991,-1015,-120,-528,52,1398,995,-1092
2024-06-07,9,18476,21717,17085,1404,6562,0,17193,0,63,2946,1994,981,-1014,-40,-441,-91,1397,995,-1092
2024-06-07,10,18396,21533,17083,1427,6562,0,17193,0,67,3116,1994,981,-1014,0,-366,-98,1397,996,-1092
2024-06-07,11,18705,22054,17403,1450,6562,83,17193,0,15,3200,2006,991,-1014,0,-223,-505,1397,996,-1092
2024-06-07,12,19163,22459,17869,1473,6562,385,17193,0,16,3321,2007,991,-1014,0,-166,-508,1398,996,-1092
2024-06-07,13,20658,23409,19236,1548,6562,834,17193,0,144,3440,2006,992,-967,0,-48,201,1398,996,-1092
2024-06-07,14,21854,24547,20337,1623,6562,1403,17193,0,16,3383,2005,992,-959,0,-146,252,1398,996,-1072
2024-06-07,15,23634,25313,21863,1770,6562,2270,17193,0,15,3151,2003,992,-455,-67,-297,960,1398,996,-345
2024-06-07,16,24133,25994,22309,1916,6562,3120,17193,0,11,3382,1997,992,-414,-218,-448,999,1397,996,-270
2024-06-07,17,24276,25595,22348,2091,6562,4180,17193,0,8,3163,1353,992,762,-281,-530,999,1397,997,606
2024-06-07,18,23702,25072,21757,2266,6562,5027,17193,0,12,3333,1254,990,953,-328,-530,999,1397,997,668
2024-06-07,19,23296,24696,21278,2431,6562,5840,17193,0,7,3289,1254,922,745,-363,-530,926,1397,997,715
2024-06-07,20,22860,24303,20865,2595,6562,6472,17193,0,11,3486,1254,919,745,-401,-531,923,1397,997,729
2024-06-07,21,22776,24219,20790,2675,6562,7042,17193,0,12,3363,1254,987,1001,-401,-530,1016,1397,997,1133
2024-06-07,22,22886,24436,20982,2754,6562,7163,17193,0,112,3738,1272,991,1003,-407,-531,1019,1397,996,1163
2024-06-07,23,23090,25112,21176,2855,6562,7320,17193,0,541,3727,1960,992,1003,-451,-530,1019,1397,996,1255
2024-06-07,24,22774,24854,20960,2956,6562,7201,17193,0,600,3091,2003,992,1002,-451,-529,1019,1397,996,1254
2024-06-07,25,22590,24598,20865,3054,6562,6736,17193,0,527,3326,2003,989,962,-451,-530,830,1397,996,966
2024-06-07,26,22234,24354,20581,3152,6562,6707,17193,0,639,3381,2004,989,962,-451,-530,823,1368,996,942
2024-06-07,27,21884,24015,20281,3236,6562,7425,17193,0,651,3440,2003,991,908,-451,-529,704,994,996,808
2024-06-07,28,21278,23468,19797,3320,6562,7352,17193,0,710,3004,2004,991,906,-451,-529,699,923,997,799
2024-06-07,29,21186,23373,19755,3365,6562,6878,17193,0,708,3067,2006,946,713,-451,-528,569,610,997,765
2024-06-07,30,20783,22970,19368,3409,6562,7150,17193,0,707,2788,1999,941,648,-451,-529,563,567,996,759
2024-06-07,31,20366,22829,18961,3404,6562,6404,17193,0,617,3163,1689,878,-367,-451,-528,188,507,997,633
2024-06-07,32,20780,23214,19391,3399,6562,5739,17193,0,541,3236,1679,875,-414,-451,-528,170,529,997,588
2024-06-07,33,21376,23955,19920,3367,6562,4892,17193,0,40,3629,1889,923,-468,-412,-528,-234,902,997,-397
2024-06-07,34,22274,24916,20800,3335,6562,4467,17193,0,13,4064,1897,925,-474,-400,-528,-247,977,997,-480
2024-06-07,35,22999,25880,21498,3253,6562,4114,17193,0,11,4115,1678,865,-673,-401,-528,233,1351,998,-768
2024-06-07,36,23623,26522,22074,3171,6562,3490,17193,0,9,4139,1670,864,-673,-400,-528,254,1397,997,-789
2024-06-07,37,24751,27849,23248,3007,6562,2590,17193,0,8,4082,1892,984,-808,-401,-528,419,1397,997,-853
2024-06-07,38,25598,28709,23994,2843,6562,1834,17193,0,2,3690,1912,992,-817,-401,-528,423,1397,997,-863
2024-06-07,39,25500,28927,23853,2630,6562,1191,17193,0,1,3539,2000,992,-949,-401,-506,45,1397,997,-1070
2024-06-07,40,25585,29048,23942,2417,6562,732,17193,0,1,3339,2006,992,-950,-401,-527,31,1397,997,-1084
2024-06-07,41,25692,29226,24109,2253,6562,386,17193,0,1,3314,2004,992,-1014,-401,-527,426,1397,996,-1091
2024-06-07,42,25425,28958,23904,2088,6562,108,17193,0,1,3614,2000,992,-1015,-401,-527,441,1397,997,-1089
2024-06-07,43,24734,28144,23285,2039,6562,4,17193,0,0,3406,1891,992,-985,-401,-528,73,1397,997,-996
2024-06-07,44,24270,27676,22844,1989,6562,0,17193,0,3,3264,1882,990,-983,-401,-527,58,1397,997,-992
2024-06-07,45,23262,26938,21857,1998,6562,0,17193,0,10,3328,1834,946,-980,-365,-527,-217,1397,978,-1077
2024-06-07,46,22469,26085,21119,2007,6562,0,17193,0,15,3512,1835,945,-980,-288,-526,-228,1397,978,-1079
2024-06-07,47,21430,25099,20159,2019,6562,0,17193,0,16,3512,1997,989,-1016,-248,-527,-502,1398,995,-860
2024-06-07,48,20485,24153,19361,2031,6562,0,17193,0,17,3609,2001,988,-1014,-248,-527,-515,1398,997,-847
2024-06-08,1,19697,23892,18607,2085,6562,0,17193,0,13,3504,1693,845,-1015,-248,-527,-956,1397,997,-936
2024-06-08,2,18919,23128,17891,2138,6562,0,17193,0,15,3389,1657,835,-1014,-248,-527,-974,1376,997,-931
2024-06-08,3,18411,22237,17493,2127,6562,0,17193,0,12,3561,1078,831,-1014,-248,-527,-1019,1111,998,-506
2024-06-08,4,18368,22176,17498,2116,6562,0,17193,0,18,3534,1046,834,-1015,-248,-527,-1021,1050,998,-479
2024-06-08,5,18019,21946,17141,2090,6562,0,17193,0,18,3470,1380,955,-1014,-248,-527,-1021,697,998,-599
2024-06-08,6,17564,21496,16660,2064,6562,0,17193,0,18,3155,1408,964,-1015,-248,-527,-1021,624,998,-603
2024-06-08,7,17096,20848,16156,2045,6562,0,17193,0,18,2992,1721,990,-1014,-248,-527,-1021,257,997,-424
2024-06-08,8,16920,20655,15926,2025,6562,0,17193,0,18,2936,1740,992,-1015,-248,-526,-1021,215,997,-407
2024-06-08,9,16835,20404,15841,1962,6562,0,17193,0,18,2880,1692,992,-1015,-248,-527,-1021,258,997,-240
2024-06-08,10,16489,20115,15490,1899,6562,0,17193,0,92,2890,1690,988,-1015,-248,-527,-1021,261,997,-223
2024-06-08,11,16557,19916,15510,1893,6562,52,17193,0,30,2938,1666,858,-1015,-248,-527,-1021,227,997,-18
2024-06-08,12,16756,20088,15679,1886,6562,269,17193,0,41,2885,1669,852,-1017,-248,-526,-1000,215,998,1
2024-06-08,13,17499,20050,16400,1957,6562,561,17193,0,139,2753,1827,983,-979,-248,-527,-158,111,997,163
2024-06-08,14,17817,20104,16690,2027,6562,1057,17193,0,16,2817,1839,991,-856,-281,-527,-107,78,997,190
2024-06-08,15,18981,20560,17752,2112,6562,1613,17193,0,19,2696,1991,991,-3,-358,-527,200,-172,997,701
2024-06-08,16,19433,21078,18234,2196,6562,2235,17193,0,17,2984,2000,990,0,-424,-527,220,-177,996,737
2024-06-08,17,20481,21972,19264,2330,6562,2869,17193,0,14,2748,1981,946,629,-451,-526,835,143,960,790
2024-06-08,18,20537,22031,19262,2463,6562,3405,17193,0,15,2556,1981,944,760,-452,-527,866,212,959,795
2024-06-08,19,21061,22921,19851,2597,6562,4323,17193,0,378,2523,2002,989,1002,-452,-530,1014,586,993,795
2024-06-08,20,21121,23326,19863,2731,6562,4582,17193,0,723,2862,2000,989,1003,-452,-530,1019,611,996,790
2024-06-08,21,21032,23106,19772,2839,6562,4967,17193,0,592,3486,1910,908,1003,-452,-530,971,354,973,596
2024-06-08,22,20846,23141,19591,2946,6562,5534,17193,0,816,3489,1894,899,1002,-451,-528,969,298,963,578
2024-06-08,23,20171,22361,18999,3057,6562,6192,17193,0,705,3174,1666,792,955,-452,-528,970,-5,675,393
2024-06-08,24,19778,22328,18644,3167,6562,6744,17193,0,1009,3228,1641,788,952,-452,-528,970,-61,665,380
2024-06-08,25,19129,21788,17990,3272,6562,7798,17193,0,889,3212,1443,928,703,-451,-528,826,-291,977,364
2024-06-08,26,18531,21103,17439,3376,6562,8241,17193,0,771,3244,1415,917,693,-452,-528,822,-321,997,352
2024-06-08,27,17765,20605,16709,3445,6562,8202,17193,0,1001,3428,885,145,741,-451,-529,883,-347,997,-12
2024-06-08,28,16976,19685,15910,3514,6562,8023,17193,0,831,3250,847,93,743,-452,-528,885,-354,998,-44
2024-06-08,29,16353,19269,15344,3561,6562,8332,17193,0,794,3451,589,135,616,-451,-528,717,-399,998,-244
2024-06-08,30,15973,18877,15021,3607,6562,8182,17193,0,789,3231,555,143,611,-452,-527,711,-375,998,-261
2024-06-08,31,15553,18200,14582,3625,6562,8086,17193,0,621,3409,-155,330,359,-452,-527,511,2,999,-392
2024-06-08,32,15420,17634,14401,3642,6562,7656,17193,0,139,3220,-211,342,342,-452,-527,503,80,997,-385
2024-06-08,33,16137,17940,15101,3623,6562,7059,17193,0,325,3554,227,317,133,-451,-527,607,453,911,217
2024-06-08,34,16996,18484,15863,3604,6562,6359,17193,0,10,3515,364,333,132,-451,-527,611,529,907,265
2024-06-08,35,18728,20911,17482,3544,6562,5377,17193,0,14,3434,1846,949,-690,-452,-527,869,902,991,506
2024-06-08,36,19775,22042,18457,3484,6562,4597,17193,0,11,3199,2005,992,-841,-389,-526,879,978,996,538
2024-06-08,37,21117,23198,19695,3333,6562,3685,17193,0,13,3358,2003,992,-811,-317,-440,995,1351,996,1077
2024-06-08,38,21737,23698,20300,3182,6562,2788,17193,0,10,3101,2004,991,-811,-209,-431,999,1397,996,1117
2024-06-08,39,22291,24361,20866,2898,6562,1990,17193,0,3,3125,2004,992,-989,-199,-379,717,1398,996,1244
2024-06-08,40,22823,24887,21456,2613,6562,1269,17193,0,4,3289,2004,992,-991,-200,-369,706,1398,996,1253
2024-06-08,41,23193,24884,21849,2411,6562,627,17193,0,4,3071,2006,992,-684,-203,-300,464,1398,996,1253
2024-06-08,42,23130,24806,21792,2208,6562,181,17193,0,6,3169,2006,991,-651,-234,-285,455,1398,997,1257
2024-06-08,43,22977,24653,21701,2155,6562,11,17193,0,6,3282,2005,992,-579,-271,-320,611,1398,997,1261
2024-06-08,44,22941,24676,21688,2102,6562,0,17193,0,6,3274,2005,991,-575,-283,-371,615,1398,997,1261
2024-06-08,45,22549,24559,21317,2118,6562,0,17193,0,6,3228,1986,978,-653,-346,-505,268,1398,996,1261
2024-06-08,46,21737,23818,20567,2133,6562,0,17193,0,9,3135,1975,974,-666,-379,-527,250,1368,997,1251
2024-06-08,47,20185,22810,19115,2137,6562,0,17193,0,15,3124,1499,881,-1006,-334,-522,-248,995,997,914
2024-06-08,48,19363,22036,18397,2141,6562,0,17193,0,99,2954,1462,869,-1009,-256,-526,-283,919,997,868
